Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Togo,TGO,2002,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,0
Togo,TGO,2001,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,0
Togo,TGO,2000,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,0
Togo,TGO,2022,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,33.8598607501493
Togo,TGO,2021,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,33.784969675614
Togo,TGO,2020,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,33.7100786010787
Togo,TGO,2019,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,33.1699156192068
Togo,TGO,2018,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,32.6318245575859
Togo,TGO,2017,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,32.095805416216
Togo,TGO,2016,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,31.5618581950971
Togo,TGO,2015,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,31.0299828942292
Togo,TGO,2014,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,30.5001795136124
Togo,TGO,2013,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,29.9724480532466
Togo,TGO,2012,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,29.4467885131318
Togo,TGO,2011,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,28.7316427406161
Togo,TGO,2010,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,23.1533755646004
Togo,TGO,2009,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,23.1007687764325
Togo,TGO,2008,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,23.0481619882647
Togo,TGO,2007,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,22.9955552000968
Togo,TGO,2006,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,22.9429484119289
Togo,TGO,2005,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,22.8903416237611
Togo,TGO,2004,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,22.8377348355932
Togo,TGO,2003,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,22.7851280474254
Togo,TGO,2002,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,22.7325212592575
Togo,TGO,2001,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,22.6799144710897
Togo,TGO,2000,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,22.6273076829218
Togo,TGO,2022,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,19.4177904317129
Togo,TGO,2021,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,19.1294351424735
Togo,TGO,2020,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,18.8410171736911
Togo,TGO,2019,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,18.3612042228307
Togo,TGO,2018,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,17.8874097421064
Togo,TGO,2017,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,17.4195283838883
Togo,TGO,2016,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,16.9574573062902
Togo,TGO,2015,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,16.5010926705837
Togo,TGO,2014,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,16.0505729222898
Togo,TGO,2013,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,15.6048440091922
Togo,TGO,2012,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,15.1638362286742
Togo,TGO,2011,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,13.0996918887012
Togo,TGO,2010,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,8.69015617114663
Togo,TGO,2009,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,8.56068225190269
Togo,TGO,2008,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,8.43263063930142
Togo,TGO,2007,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,8.30507454514135
Togo,TGO,2006,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,8.17893108732728
Togo,TGO,2005,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,8.05396654706982
Togo,TGO,2004,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,7.93017508647132
Togo,TGO,2003,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,7.80732407835564
Togo,TGO,2002,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,7.68563842022978
Togo,TGO,2001,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,7.56511196674744
Togo,TGO,2000,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,7.44596842465642
Togo,TGO,2022,Children (0-14) living with HIV,SH.HIV.0014,7200
Togo,TGO,2021,Children (0-14) living with HIV,SH.HIV.0014,7800
Togo,TGO,2020,Children (0-14) living with HIV,SH.HIV.0014,8300
Togo,TGO,2019,Children (0-14) living with HIV,SH.HIV.0014,8800
Togo,TGO,2018,Children (0-14) living with HIV,SH.HIV.0014,9500
Togo,TGO,2017,Children (0-14) living with HIV,SH.HIV.0014,10000
Togo,TGO,2016,Children (0-14) living with HIV,SH.HIV.0014,11000
Togo,TGO,2015,Children (0-14) living with HIV,SH.HIV.0014,12000
Togo,TGO,2014,Children (0-14) living with HIV,SH.HIV.0014,12000
Togo,TGO,2013,Children (0-14) living with HIV,SH.HIV.0014,13000
Togo,TGO,2012,Children (0-14) living with HIV,SH.HIV.0014,14000
Togo,TGO,2011,Children (0-14) living with HIV,SH.HIV.0014,15000
Togo,TGO,2010,Children (0-14) living with HIV,SH.HIV.0014,16000
Togo,TGO,2009,Children (0-14) living with HIV,SH.HIV.0014,17000
Togo,TGO,2008,Children (0-14) living with HIV,SH.HIV.0014,17000
Togo,TGO,2007,Children (0-14) living with HIV,SH.HIV.0014,17000
Togo,TGO,2006,Children (0-14) living with HIV,SH.HIV.0014,17000
Togo,TGO,2005,Children (0-14) living with HIV,SH.HIV.0014,16000
Togo,TGO,2004,Children (0-14) living with HIV,SH.HIV.0014,16000
Togo,TGO,2003,Children (0-14) living with HIV,SH.HIV.0014,15000
Togo,TGO,2002,Children (0-14) living with HIV,SH.HIV.0014,14000
Togo,TGO,2001,Children (0-14) living with HIV,SH.HIV.0014,13000
Togo,TGO,2000,Children (0-14) living with HIV,SH.HIV.0014,12000
Togo,TGO,1999,Children (0-14) living with HIV,SH.HIV.0014,11000
Togo,TGO,1998,Children (0-14) living with HIV,SH.HIV.0014,9400
Togo,TGO,1997,Children (0-14) living with HIV,SH.HIV.0014,8100
Togo,TGO,1996,Children (0-14) living with HIV,SH.HIV.0014,6800
Togo,TGO,1995,Children (0-14) living with HIV,SH.HIV.0014,5500
Togo,TGO,1994,Children (0-14) living with HIV,SH.HIV.0014,4300
Togo,TGO,1993,Children (0-14) living with HIV,SH.HIV.0014,3300
Togo,TGO,1992,Children (0-14) living with HIV,SH.HIV.0014,2600
Togo,TGO,1991,Children (0-14) living with HIV,SH.HIV.0014,2000
Togo,TGO,1990,Children (0-14) living with HIV,SH.HIV.0014,1400
Togo,TGO,2022,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.8
Togo,TGO,2021,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.8
Togo,TGO,2020,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.9
Togo,TGO,2019,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.9
Togo,TGO,2018,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1
Togo,TGO,2017,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1
Togo,TGO,2016,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.1
Togo,TGO,2015,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.1
Togo,TGO,2014,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.1
Togo,TGO,2013,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.2
Togo,TGO,2012,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.2
Togo,TGO,2011,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.2
Togo,TGO,2010,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.3
Togo,TGO,2009,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.3
Togo,TGO,2008,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.4
Togo,TGO,2007,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.5
Togo,TGO,2006,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.6
Togo,TGO,2005,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.8
Togo,TGO,2004,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2
Togo,TGO,2003,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.3
Togo,TGO,2002,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.5
Togo,TGO,2001,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.8
Togo,TGO,2000,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3
Togo,TGO,1999,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3.2
Togo,TGO,1998,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3.2
Togo,TGO,1997,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3.2
Togo,TGO,1996,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3
Togo,TGO,1995,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.7
Togo,TGO,1994,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.3
Togo,TGO,1993,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.9
Togo,TGO,1992,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.5
Togo,TGO,1991,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.2
Togo,TGO,1990,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.9
Togo,TGO,2022,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.4
Togo,TGO,2021,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2020,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2019,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2018,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2017,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2016,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2015,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2014,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2013,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2012,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2011,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2010,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.4
Togo,TGO,2009,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.4
Togo,TGO,2008,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.4
Togo,TGO,2007,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.4
Togo,TGO,2006,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2005,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2004,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,2003,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.6
Togo,TGO,2002,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.7
Togo,TGO,2001,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.7
Togo,TGO,2000,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.8
Togo,TGO,1999,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.9
Togo,TGO,1998,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.9
Togo,TGO,1997,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.9
Togo,TGO,1996,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.9
Togo,TGO,1995,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.8
Togo,TGO,1994,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.7
Togo,TGO,1993,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.6
Togo,TGO,1992,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.5
Togo,TGO,1991,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.4
Togo,TGO,1990,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.3
Togo,TGO,2022,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,82
Togo,TGO,2021,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,76
Togo,TGO,2020,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,74
Togo,TGO,2019,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,69
Togo,TGO,2018,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,60
Togo,TGO,2017,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,54
Togo,TGO,2016,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,46
Togo,TGO,2015,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,39
Togo,TGO,2014,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,33
Togo,TGO,2013,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,30
Togo,TGO,2012,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,26
Togo,TGO,2011,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,24
Togo,TGO,2010,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,20
Togo,TGO,2009,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,13
Togo,TGO,2008,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,8
Togo,TGO,2007,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,6
Togo,TGO,2006,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,5
Togo,TGO,2005,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,4
Togo,TGO,2004,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,2
Togo,TGO,2003,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,1
Togo,TGO,2002,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,0
Togo,TGO,2001,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,0
Togo,TGO,2000,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,0
Togo,TGO,2022,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1600
Togo,TGO,2021,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1800
Togo,TGO,2020,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1900
Togo,TGO,2019,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2200
Togo,TGO,2018,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2600
Togo,TGO,2017,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2800
Togo,TGO,2016,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,3100
Togo,TGO,2015,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,3500
Togo,TGO,2014,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,3600
Togo,TGO,2013,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,3800
Togo,TGO,2012,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,4000
Togo,TGO,2011,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,4200
Togo,TGO,2010,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,4500
Togo,TGO,2009,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,4800
Togo,TGO,2008,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,5200
Togo,TGO,2007,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,5400
Togo,TGO,2006,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,5500
Togo,TGO,2005,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,5800
Togo,TGO,2004,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,6200
Togo,TGO,2003,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,6800
Togo,TGO,2002,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,7400
Togo,TGO,2001,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,8300
Togo,TGO,2000,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,9300
Togo,TGO,1999,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,11000
Togo,TGO,1998,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,12000
Togo,TGO,1997,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,13000
Togo,TGO,1996,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,13000
Togo,TGO,1995,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,12000
Togo,TGO,1994,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,11000
Togo,TGO,1993,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,9900
Togo,TGO,1992,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,8000
Togo,TGO,1991,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,6200
Togo,TGO,1990,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,4800
Togo,TGO,2022,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,730
Togo,TGO,2021,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,840
Togo,TGO,2020,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,900
Togo,TGO,2019,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,830
Togo,TGO,2018,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,900
Togo,TGO,2017,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,1100
Togo,TGO,2016,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,920
Togo,TGO,2015,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,1000
Togo,TGO,2014,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,930
Togo,TGO,2013,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,1000
Togo,TGO,2012,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,1100
Togo,TGO,2011,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,1300
Togo,TGO,2010,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,2100
Togo,TGO,2009,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,2300
Togo,TGO,2008,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,2500
Togo,TGO,2007,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,2900
Togo,TGO,2006,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3000
Togo,TGO,2005,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3000
Togo,TGO,2004,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3100
Togo,TGO,2003,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3300
Togo,TGO,2002,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3300
Togo,TGO,2001,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3400
Togo,TGO,2000,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3300
Togo,TGO,1999,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3300
Togo,TGO,1998,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3200
Togo,TGO,1997,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3000
Togo,TGO,1996,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,2700
Togo,TGO,1995,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,2400
Togo,TGO,1994,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,2000
Togo,TGO,1993,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,1700
Togo,TGO,1992,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,1300
Togo,TGO,1991,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,1000
Togo,TGO,1990,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,760
Togo,TGO,2022,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2400
Togo,TGO,2021,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2700
Togo,TGO,2020,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2900
Togo,TGO,2019,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,3200
Togo,TGO,2018,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,3600
Togo,TGO,2017,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,4000
Togo,TGO,2016,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,4200
Togo,TGO,2015,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,4800
Togo,TGO,2014,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,4800
Togo,TGO,2013,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,5200
Togo,TGO,2012,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,5400
Togo,TGO,2011,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,5800
Togo,TGO,2010,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,6900
Togo,TGO,2009,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,7500
Togo,TGO,2008,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,8100
Togo,TGO,2007,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,8600
Togo,TGO,2006,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,8800
Togo,TGO,2005,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,9200
Togo,TGO,2004,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,9700
Togo,TGO,2003,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,11000
Togo,TGO,2002,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,11000
Togo,TGO,2001,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,12000
Togo,TGO,2000,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,13000
Togo,TGO,1999,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,15000
Togo,TGO,1998,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,16000
Togo,TGO,1997,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,16000
Togo,TGO,1996,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,16000
Togo,TGO,1995,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,15000
Togo,TGO,1994,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,13000
Togo,TGO,1993,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,12000
Togo,TGO,1992,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,9900
Togo,TGO,1991,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,7700
Togo,TGO,1990,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,5900
Togo,TGO,2022,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.28
Togo,TGO,2021,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.32
Togo,TGO,2020,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.35
Togo,TGO,2019,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.39
Togo,TGO,2018,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.46
Togo,TGO,2017,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.52
